3315.1562,3313.5771,3312.7283,3269.8167,3268.9797,3269.4397,3269.9517,3232.8237,3232.8184,3232.75,3200.03,3199.815,3199.6702,3169.8748,3170.224,3169.684,3169.6357,3145.2666,3145.0479,3145.0486,3124.7205,3124.8374,3125.0747,3109.2466,3109.5369,3109.5137,3109.631,3092.2104,3092.2595,3092.0808,3075.9841,3075.5342,3075.4468,3063.71,3063.3396,3063.1296,3063.0522,3050.6948,3050.3325,3050.1118,3038.7942,3038.4114,3038.4512,3020.2346,3020.3962,3020.2114,3020.025,3001.3154,3001.2102,3001.165,2979.9363,2979.9573,2980.2244,2961.7163,2961.906,2961.7336,2960.8242,2945.264,2944.6602,2943.8142,2931.6177,2931.5168,2931.8767,2926.2615,2926.7046,2926.9182,2926.8835,2921.748,2921.8113,2921.0845,2914.2446,2913.9019,2913.8098,2909.0425,2909.1392,2909.1873,2909.2024,2905.4268,2905.217,2905.5833,2901.9873,2901.8455,2901.8555,2898.4443,2898.47,2898.7283,2899.532,2895.5583,2896.9263,2897.465,2890.7207,2892.0874,2892.1648,2882.6213,2878.786,2861.7795,2861.7795,2853.0364,2852.9731,2853.029,2845.0054,2844.9885,2844.9885,2838.1313,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2937.9277,2934.925,2922.3748,2853.5168,2936.8657,2964.4666,2969.0483,3028.0479,3025.704,3038.9502,3050.3428,3037.2302,3041.2927,3042.5093,3078.5212,3089.8894,3181.2307,3248.1177,3248.9507,3248.9255,3247.9163,3247.915,3248.1265,3248.1428,3249.2876,3249.5588,3249.6536,3249.9324,3249.977,3250.132,3250.2666,3250.2776,3250.4133
3314.5322,3313.0874,3312.4617,3269.761,3269.2778,3268.9978,3269.3235,3232.0503,3232.4607,3232.4714,3199.853,3199.6125,3199.5251,3169.7466,3169.7458,3170.017,3169.515,3145.072,3144.8264,3145.206,3124.821,3124.9287,3125.1025,3109.3066,3109.5437,3109.7039,3109.7039,3092.522,3092.3462,3092.174,3076.0144,3075.8008,3075.7734,3064.3223,3064.159,3063.9556,3063.6765,3051.5078,3051.0283,3050.796,3039.223,3038.7231,3038.5083,3020.4326,3020.5103,3020.2314,3019.9521,3001.2915,3000.9858,3000.963,2979.9417,2979.8633,2980.5557,2962.0947,2962.758,2962.669,2961.5706,2945.3596,2944.5312,2943.5757,2931.1453,2930.8328,2931.306,2925.5217,2926.2346,2926.695,2926.8577,2922.1304,2922.4746,2921.8032,2914.961,2914.0244,2913.8662,2909.179,2909.1873,2909.3796,2909.5789,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2890.5784,2890.8774,2880.1611,2874.7144,2861.7795,2861.7795,2853.588,2853.087,2852.9922,2845.0325,2844.9885,2844.965,2837.8396,2838.1025,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2932.583,2927.023,2915.975,2854.0603,2926.6465,2964.4568,2964.6755,3029.2566,3027.561,3040.7993,3050.842,3037.1626,3039.635,3042.0903,3079.15,3089.3215,3185.3486,3247.8752,3248.6167,3248.6292,3247.9763,3247.6882,3247.8738,3247.8813,3249.1448,3249.403,3249.4812,3249.8938,3249.871,3250.0522,3250.9956,3251.057,3250.9963
3314.6072,3312.797,3312.462,3270.337,3268.956,3269.4858,3269.3633,3232.158,3231.8113,3232.0764,3200.0034,3199.8833,3199.6113,3169.7485,3169.9648,3170.0942,3169.5227,3145.093,3144.837,3145.2605,3124.7673,3124.8267,3125.084,3109.3777,3109.6772,3109.779,3109.703,3092.4343,3092.3557,3091.9878,3076.4385,3076.222,3076.2268,3064.9148,3064.8608,3064.5618,3064.259,3052.2363,3051.8506,3051.4094,3039.7686,3039.052,3038.7507,3020.6584,3020.689,3020.485,3019.9734,3001.429,3000.8008,3000.9324,2979.8835,2980.0854,2980.7527,2962.5044,2963.5122,2963.5403,2962.402,2945.6453,2944.4612,2943.4204,2930.6038,2929.9336,2930.5337,2924.5366,2925.5469,2926.3582,2926.8743,2922.864,2923.9055,2923.8928,2917.8796,2917.2053,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2848.9402,2861.162,2861.6248,2861.7795,2859.3472,2855.4182,2853.1555,2845.0916,2845.0325,2844.9849,2837.603,2837.602,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2847.81,2923.7324,2917.1494,2909.1677,2855.0747,2919.6995,2964.4004,2964.503,3029.8247,3028.0708,3036.628,3052.1184,3037.3599,3038.763,3041.1455,3082.1553,3088.8206,3189.276,3247.5815,3248.2588,3248.255,3247.8042,3247.3914,3247.5637,3247.582,3248.8958,3249.1252,3249.1653,3249.8271,3249.8123,3249.9866,3251.4856,3251.458,3251.2341
3314.7944,3313.907,3312.7974,3269.896,3269.189,3269.6406,3269.3752,3232.1052,3232.0093,3232.2341,3199.4204,3199.883,3199.1787,3169.8857,3169.7646,3170.0068,3169.651,3145.0605,3144.8215,3145.0657,3124.452,3124.6094,3124.9636,3109.2402,3109.4954,3109.72,3109.6785,3092.4097,3092.102,3091.859,3076.204,3075.9521,3076.2278,3064.768,3064.9172,3064.812,3064.6194,3052.5183,3052.3987,3052.0557,3040.5764,3039.9526,3039.554,3021.2302,3021.161,3021.0186,3020.6155,3002.112,3001.7573,3001.8635,2980.5894,2980.6057,2981.2207,2962.8828,2964.1558,2964.1667,2963.315,2946.5415,2945.4907,2944.2688,2930.8806,2929.9023,2930.5322,2924.5552,2925.5574,2926.435,2927.0142,2923.1147,2923.91,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2840.2712,2856.3103,2861.5586,2861.69,2859.571,2858.3787,2854.3037,2846.1365,2845.0244,2844.9817,2837.603,2837.5618,2837.758,2838.1582,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2849.7214,2846.8125,2847.5542,2848.8433,2900.445,2897.2744,2896.2805,2860.0217,2909.5303,2963.992,2964.4707,3030.789,3028.9607,3031.0598,3053.371,3042.119,3041.515,3041.4084,3085.1116,3088.7004,3190.3298,3246.8037,3247.2957,3247.0437,3246.8325,3246.4724,3246.506,3246.3623,3247.8032,3247.9304,3248.0837,3249.3352,3249.3057,3249.219,3251.1877,3251.3022,3251.1313
3320.165,3318.7737,3317.6345,3273.6003,3273.5115,3273.7754,3273.811,3235.5674,3235.1128,3235.6248,3203.0781,3203.1848,3203.1,3174.1917,3173.8652,3174.1294,3173.7478,3149.6472,3149.7297,3149.881,3130.087,3130.349,3130.819,3115.7725,3116.0146,3116.191,3116.2278,3099.5232,3099.166,3099.0205,3086.081,3085.7822,3086.0535,3077.1626,3077.2146,3077.2622,3077.2888,3067.2822,3067.2153,3066.975,3055.5986,3055.267,3054.9678,3036.0784,3035.9292,3035.69,3035.255,3014.7046,3014.3608,3014.129,2990.3054,2989.932,2990.2817,2969.7834,2970.6172,2970.2932,2968.9326,2951.4905,2950.97,2949.1423,2935.0557,2934.6438,2935.1072,2932.841,2932.8938,2933.267,2933.9465,nan,nan,nan,nan,nan,nan,1877.5656,1879.1544,1880.1356,1879.3511,1856.5125,nan,1856.7181,nan,nan,1856.8711,1857.824,1856.6577,1858.5028,nan,nan,nan,1849.9313,1848.744,1848.7068,nan,nan,nan,2844.038,2844.038,2845.4463,2845.4739,2845.5015,2832.1458,2832.1458,2832.139,2820.1267,2820.1301,2820.1301,2820.1194,2802.2473,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2839.9246,2837.8567,2839.0735,2839.7166,2877.5408,2876.9016,2879.587,2849.99,2891.7588,2957.7273,2959.549,3022.5247,3022.6956,3023.4053,3031.5642,3024.5361,3025.543,3026.7327,3067.0894,3073.391,3179.1057,3242.135,3242.4954,3241.8796,3241.335,3241.3123,3241.5237,3241.5813,3243.3884,3243.4417,3244.1445,3244.8142,3244.568,3244.6272,3244.8342,3245.6614,3245.501
3320.3442,3319.3574,3318.1113,3274.7,3273.676,3273.6074,3273.3445,3235.463,3235.2832,3235.1873,3203.3835,3203.2698,3202.9692,3173.986,3174.0308,3174.0793,3173.7427,3149.6648,3149.3728,3149.5635,3130.1191,3130.2993,3130.6184,3115.6655,3116.0916,3116.148,3115.9785,3099.283,3099.178,3098.815,3085.8667,3085.809,3086.096,3077.1829,3077.2766,3077.3604,3077.4282,3067.6929,3067.645,3067.5046,3056.289,3055.69,3055.4036,3036.9158,3036.5818,3036.2615,3035.7847,3015.6726,3015.2908,3014.942,2990.91,2990.4932,2990.604,2969.9583,2970.9697,2971.331,2970.7915,2953.9424,2953.8235,2952.037,2935.9321,2934.8691,2935.1108,2932.8513,2932.926,2933.44,nan,nan,nan,nan,nan,1879.1777,1875.915,1875.4824,1879.3604,1879.7059,nan,1856.9889,1856.8608,1856.7668,1857.1772,1856.9115,1856.9233,1857.2444,1855.2507,1855.4261,1854.8602,1849.9576,1849.7721,1849.7476,1848.6993,1848.6654,nan,nan,nan,nan,2844.0383,2845.4233,2845.4463,2845.4739,2832.4048,2832.1343,2832.1133,2820.0315,2820.0962,2820.1506,2820.1194,2802.289,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2839.9126,2838.096,2839.5334,2840.448,2864.7732,2868.4727,2875.801,2843.8345,2885.4841,2949.0618,2952.8481,3022.4534,3022.9343,3023.3127,3032.8057,3027.3735,3024.7158,3027.9417,3057.4656,3078.872,3182.7354,3243.6025,3244.2336,3243.835,3243.3208,3243.2886,3243.4583,3243.549,3245.26,3245.248,3246.0315,3246.8447,3246.903,3246.7622,3247.5828,3248.118,3249.0654
3320.0474,3318.8752,3318.481,3275.202,3273.7285,3273.2168,3273.6616,3235.6418,3234.794,3235.0693,3202.8806,3203.1736,3203.2166,3174.0815,3174.078,3174.1902,3173.3499,3149.461,3149.4893,3149.5427,3130.1716,3130.389,3130.5554,3115.626,3116.1182,3116.0767,3115.9436,3099.2864,3098.9622,3098.7393,3085.7683,3085.5603,3085.7756,3077.0757,3077.2268,3077.3245,3077.4136,3067.8276,3067.9712,3067.7559,3056.6492,3056.137,3056.1357,3037.1506,3037.172,3036.8547,3036.2847,3016.5479,3016.2874,3015.7756,2991.4214,2990.8381,2991.054,2970.2227,2971.4133,2972.4587,2972.6956,2956.6777,2958.0872,2957.9766,2938.5957,2937.6038,2934.9568,2932.9558,2932.9316,nan,nan,nan,nan,1880.553,1867.9789,1872.9547,1870.8894,1868.588,1870.3363,1870.5155,1866.4547,1857.0778,1857.0957,1856.9965,1856.684,1856.8326,1856.9398,1855.2133,1854.7986,1854.3306,1854.7347,1850.0205,1849.9252,1850.02,1848.691,1848.6613,1848.653,1848.1437,nan,nan,nan,2844.2222,2845.419,2845.4275,2840.3677,2833.593,2832.246,2820.9937,2820.1248,2820.065,2820.099,2804.0132,2802.5312,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2813.7627,nan,nan,nan,nan,nan,nan,nan,nan,2827.841,2829.173,2830.644,2847.348,2847.9531,2848.4226,2845.1323,2845.4788,2846.2393,2907.6487,2900.3008,2898.9067,2849.3523,2910.2974,2948.2502,2962.278,3022.2917,3022.9802,3023.5144,3031.2507,3036.1116,3026.3264,3030.1921,3055.361,3082.353,3184.4229,3245.1436,3246.57,3246.3215,3246.268,3246.18,3246.384,3246.3438,3247.5842,3247.4805,3247.353,3248.5056,3248.494,3248.8977,3249.4204,3250.046,3250.3477
3320.749,3319.6975,3318.8208,3274.6516,3273.248,3273.4446,3273.2976,3234.9202,3234.7568,3234.8298,3202.8513,3203.3164,3203.375,3174.2637,3174.1885,3173.901,3173.3994,3149.5488,3149.5237,3149.7131,3130.0693,3130.1877,3130.5955,3115.618,3115.9158,3116.0574,3115.97,3099.3462,3098.9797,3098.6675,3085.5652,3085.374,3085.383,3076.8198,3076.9443,3077.06,3077.1929,3067.504,3067.7063,3067.608,3056.3955,3056.2056,3056.1323,3037.3643,3037.4285,3037.3174,3036.8762,3017.1892,3017.0383,3016.751,2991.7598,2991.0674,2991.5056,2970.5972,2971.8423,2972.7537,2972.9307,2956.7327,2957.9822,2957.8284,2938.4988,2937.2236,2934.9346,2932.974,2932.9739,nan,nan,1880.5529,1880.5529,1880.5529,1861.0142,1867.1414,1872.2332,1865.4414,1863.185,1862.6505,1864.9186,1857.4587,1857.5326,1857.3939,1856.4984,1856.681,1856.6412,1854.9668,1854.8457,1854.8022,1855.5212,1850.1252,1849.9956,1850.1229,1848.6621,1848.6322,1848.6664,1848.1438,1848.1437,nan,nan,nan,2844.3684,2845.435,2840.4695,2839.8916,2832.2573,2822.6685,2820.1055,2820.0625,2820.1301,2804.0334,2803.9363,2802.2773,2787.6965,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2812.6868,2814.1992,2813.8928,2813.7476,2813.6985,2815.2515,2813.7197,2813.1348,2815.1628,2815.1628,2815.1628,2826.7625,2826.7625,nan,nan,2849.7214,2849.7214,2849.7214,2846.8691,2847.7502,2848.1187,2890.2947,2884.7695,2888.137,2850.6409,2902.0098,2958.7922,2946.243,3023.0396,3023.4255,3013.7205,3037.4116,3042.223,3033.7207,3029.9954,3045.6306,3083.2712,3192.9954,3248.6477,3249.2383,3248.9158,3248.0403,3248.1423,3248.0657,3247.6997,3248.8564,3248.6226,3248.7888,3250.724,3250.6814,3250.484,3249.8962,3250.036,3250.3652
3330.6292,3329.9473,3329.2334,3283.3074,3281.849,3281.3416,3281.5615,3242.4854,3242.0251,3241.8967,3209.161,3209.7778,3209.655,3180.8176,3180.797,3180.4478,3180.52,3157.0308,3157.1199,3157.4275,3138.661,3138.6458,3139.1138,3124.6565,3124.9597,3125.1892,3125.0237,3109.0015,3108.8098,3108.3367,3095.7861,3095.41,3095.5002,3087.2827,3087.205,3087.293,3087.4624,3079.3882,3079.5305,3079.577,3070.0437,3069.8677,3070.008,3052.4624,3052.8145,3052.7737,3052.1895,3032.386,3031.978,3031.5747,3006.1477,3004.681,3004.6873,2984.5593,2985.0784,2985.3342,2985.4043,2969.747,2969.747,2969.747,nan,nan,nan,nan,nan,nan,nan,1872.491,1874.0541,1871.8876,1861.3755,1865.479,1868.6669,1863.2678,1861.9226,1860.3085,1861.8983,1855.9513,1855.815,1855.8018,1855.2035,1854.9182,1854.8691,1851.4183,1851.4363,1851.2815,1851.366,1849.0137,1848.7708,1848.8658,1847.1703,1846.7118,1846.6616,1847.4578,1846.6046,1846.0192,1846.5088,nan,nan,nan,2819.05,2819.209,2819.3774,2802.622,2802.584,2802.6362,2802.6008,2793.4253,2793.443,2793.449,2777.52,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2803.55,2794.5962,2797.1572,2797.8328,2797.2607,2796.7168,2798.8135,2806.9878,2787.6277,2787.731,2787.8655,2781.0864,2830.5222,2835.0833,2835.557,2840.5415,2840.4495,2839.9038,2837.8374,2839.0872,2839.1797,2870.2087,2865.8386,2869.511,2842.3665,2883.6313,2934.596,2958.3696,3020.9927,3019.6565,3012.329,3019.7444,3011.4888,3012.5178,3021.753,3022.669,3042.9426,3176.3484,3239.705,3240.3813,3239.838,3239.311,3239.1934,3239.278,3239.448,3239.89,3238.5764,3237.3838,3235.1824,3232.3823,3231.4202,3232.8962,3235.5598,3236.3213
3331.2908,3330.7947,3329.5256,3283.5625,3282.2583,3282.157,3281.387,3241.8066,3241.3801,3242.3425,3209.3872,3209.2112,3209.282,3180.4949,3180.2502,3180.1575,3180.196,3157.1472,3156.947,3157.4075,3138.6277,3138.688,3139.1292,3124.569,3124.8386,3125.06,3125.074,3109.0303,3108.5986,3108.112,3095.5505,3095.2202,3095.2253,3087.0574,3086.9756,3087.0212,3087.1077,3079.0747,3079.248,3079.3608,3069.869,3069.758,3069.9658,3052.678,3053.0964,3053.1284,3052.5664,3033.2603,3033.1746,3032.8345,3007.0137,3005.625,3005.3542,2984.5854,2985.1985,2985.6465,2985.6768,2969.747,2969.747,2969.7468,nan,nan,nan,nan,nan,nan,nan,1874.8434,1876.9432,1875.7283,1866.6696,1868.3011,1868.8345,1861.1072,1859.54,1859.6826,1861.4255,1855.7599,1856.1223,1855.9934,1855.0988,1854.5774,1854.4689,1851.3478,1851.3113,1851.273,1851.1001,1848.8989,1848.7239,1848.7773,1847.1239,1846.7249,1846.6815,1847.2488,1846.5117,1845.9781,1846.062,1849.7119,nan,nan,2816.9895,2819.209,2819.3774,2802.6362,2802.6182,2802.6196,2802.6008,2793.442,2793.443,2793.4807,2777.545,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2803.5854,2794.5588,2797.1694,2797.7349,2797.3176,2796.544,2798.9263,2806.9097,2787.3447,2787.427,2787.5054,2780.5767,2830.781,2835.2786,2835.633,2840.5618,2840.4556,2839.884,2838.0703,2839.501,2839.4941,2865.7185,2861.8848,2865.2854,2846.1167,2879.2183,2909.8884,2938.4878,3021.825,3019.6675,3019.6672,3019.0068,3016.9148,3015.3113,3020.7185,3023.428,3023.4656,3172.4172,3240.9087,3241.801,3241.5437,3241.1018,3240.8726,3241.2158,3241.292,3241.9553,3241.433,3239.3762,3237.4966,3234.957,3232.9326,3235.2598,3236.7007,3238.2783
